# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
ANY1	YMR010W	YMR010W_mRNA	protein_coding	5	2	1	135	0	0	0	0	64	5	0	0	1	0	0	0	0	0	0	0	0	2	71
AOS1	YPR180W	YPR180W_mRNA	protein_coding	3	0	2	271	0	0	0	0	26	3	0	0	2	0	0	0	0	0	0	0	0	0	245
APA1	YCL050C	YCL050C_mRNA	protein_coding	4	5	12	349	0	0	0	0	276	4	0	0	12	0	0	0	0	0	0	0	0	5	73
APA2	YDR530C	YDR530C_mRNA	protein_coding	16	12	48	1100	0	0	0	0	268	13	0	0	48	0	0	0	0	1	2	0	0	12	832
APC1	YNL172W	YNL172W_mRNA	protein_coding	65	40	151	521	0	1	0	2	127	57	0	0	154	0	0	0	0	0	8	0	0	40	394
APC11	YDL008W	YDL008W_mRNA	protein_coding	3	1	2	467	0	0	0	0	274	3	0	0	2	0	0	0	0	0	0	0	0	1	193
APC2	YLR127C	YLR127C_mRNA	protein_coding	13	10	17	406	0	0	0	0	254	13	0	0	17	0	0	0	0	0	0	0	0	11	152
APC4	YDR118W	YDR118W_mRNA	protein_coding	6	7	9	295	0	0	0	0	60	6	0	0	9	0	0	0	0	0	0	0	0	7	235
APC5	YOR249C	YOR249C_mRNA	protein_coding	6	1	10	162	0	0	0	0	52	6	0	0	10	0	0	0	0	1	0	0	0	1	110
APC9	YLR102C	YLR102C_mRNA	protein_coding	5	5	9	251	0	0	0	0	144	5	0	0	9	0	0	0	0	0	1	0	0	5	107
APD1	YBR151W	YBR151W_mRNA	protein_coding	6	4	14	322	0	0	0	0	249	6	0	0	15	0	0	0	0	0	0	0	0	4	73
APE2	YKL157W	YKL157W_mRNA	protein_coding	8	7	11	203	0	0	0	0	43	8	0	5	11	0	0	0	0	0	0	0	0	7	155
APE3	YBR286W	YBR286W_mRNA	protein_coding	1	3	3	99	0	0	0	0	53	1	0	0	3	0	0	0	0	0	0	0	0	3	46
APE4	YHR113W	YHR113W_mRNA	protein_coding	4	6	2	198	0	0	0	0	163	3	0	0	2	0	0	0	1	0	0	1	0	7	35
API2	YDR525W	YDR525W_mRNA	protein_coding	6	6	13	723	0	0	0	0	406	6	0	0	15	0	0	0	0	0	0	0	0	6	317
APJ1	YNL077W	YNL077W_mRNA	protein_coding	29	17	80	335	0	1	0	1	103	26	0	0	82	0	0	0	0	0	3	0	0	19	232
APL1	YJR005W	YJR005W_mRNA	protein_coding	6	3	5	91	0	0	0	0	53	5	0	0	5	0	0	0	0	0	1	0	0	3	38
APL2	YKL135C	YKL135C_mRNA	protein_coding	50	29	85	231	1	1	2	1	153	47	0	0	86	0	0	0	0	0	3	0	0	30	78
APL3	YBL037W	YBL037W_mRNA	protein_coding	13	6	13	201	0	0	0	0	84	11	0	0	13	0	0	0	0	0	2	0	0	6	117
APL4	YPR029C	YPR029C_mRNA	protein_coding	101	31	158	454	0	13	0	8	211	97	0	0	147	0	0	0	0	1	8	0	0	38	243
APL5	YPL195W	YPL195W_mRNA	protein_coding	15	7	30	369	0	0	0	0	233	14	0	0	30	0	0	0	0	0	1	0	0	7	136
APL6	YGR261C	YGR261C_mRNA	protein_coding	9	8	18	250	0	0	0	0	54	9	0	0	18	0	0	0	0	0	0	0	0	8	196
APM1	YPL259C	YPL259C_mRNA	protein_coding	12	18	65	736	0	0	0	0	229	11	0	0	68	0	0	0	0	1	1	0	0	18	507
APM2	YHL019C	YHL019C_mRNA	protein_coding	9	8	16	784	0	0	0	0	434	9	0	0	17	0	0	0	0	0	0	0	0	8	350
APM3	YBR288C	YBR288C_mRNA	protein_coding	9	5	6	81	1	0	0	0	45	8	0	0	5	0	0	0	0	0	1	0	0	5	36
APM4	YOL062C	YOL062C_mRNA	protein_coding	5	7	15	129	0	0	0	0	101	5	0	0	16	0	0	0	0	0	0	0	0	7	28
APN1	YKL114C	YKL114C_mRNA	protein_coding	14	8	32	433	0	0	0	0	174	12	0	0	33	0	0	0	0	1	1	0	0	8	259
APN2	YBL019W	YBL019W_mRNA	protein_coding	10	5	10	127	0	0	1	0	83	10	0	0	9	0	0	0	0	0	0	0	0	5	44
APP1	YNL094W	YNL094W_mRNA	protein_coding	8	11	45	376	0	1	0	0	131	8	0	0	44	0	0	0	0	0	0	0	0	11	245
APQ12	YIL040W	YIL040W_mRNA	protein_coding	0	1	1	170	0	0	0	0	81	0	0	0	1	0	0	0	0	0	0	0	0	1	89
APQ13	YJL075C	YJL075C_mRNA	protein_coding	10	5	19	577	0	0	1	0	331	7	0	1	18	0	0	0	0	1	2	0	0	5	246
APS1	YLR170C	YLR170C_mRNA	protein_coding	1	3	2	96	0	0	0	0	32	1	0	0	2	0	0	0	0	0	0	0	0	3	64
APS2	YJR058C	YJR058C_mRNA	protein_coding	4	1	11	441	0	0	0	0	375	2	0	0	11	0	0	0	0	0	2	0	0	1	66
APS3	YJL024C	YJL024C_mRNA	protein_coding	1	1	1	131	0	0	0	0	90	1	0	1	1	0	0	0	0	0	0	0	0	1	40
APT1	YML022W	YML022W_mRNA	protein_coding	1	1	1	129	0	0	0	0	62	1	0	0	1	0	0	0	0	0	0	0	0	1	67
APT2	YDR441C	YDR441C_mRNA	protein_coding	3	5	7	139	0	0	0	0	59	3	0	0	7	0	0	0	0	0	0	0	0	5	80
AQR1	YNL065W	YNL065W_mRNA	protein_coding	9	2	15	359	0	0	0	0	102	6	0	0	15	0	0	0	0	0	3	0	0	4	257
AQY1	YPR192W	YPR192W_mRNA	protein_coding	22	13	72	666	0	0	0	1	417	17	0	0	74	0	0	0	0	1	5	0	0	14	249
AQY2	YLL052C	YLL052C_mRNA	protein_coding	6	2	7	795	0	0	0	0	100	6	0	0	8	0	0	0	0	0	0	0	0	2	695
ARA1	YBR149W	YBR149W_mRNA	protein_coding	2	2	1	274	0	0	0	0	97	2	0	0	1	0	0	0	0	0	0	0	0	2	177
ARA2	YMR041C	YMR041C_mRNA	protein_coding	2	1	2	609	0	0	0	0	147	1	0	0	2	0	0	0	0	0	1	0	0	1	462
ARB1	YER036C	YER036C_mRNA	protein_coding	73	30	89	432	3	2	2	0	138	72	0	0	99	0	0	0	0	1	1	0	0	35	294
ARC1	YGL105W	YGL105W_mRNA	protein_coding	93	17	89	373	3	1	4	3	274	87	0	0	106	0	0	0	1	1	4	1	0	31	99
ARC15	YIL062C	YIL062C_mRNA	protein_coding	0	0	1	376	0	0	0	0	29	0	0	0	1	0	0	0	0	0	0	0	0	0	347
ARC18	YLR370C	YLR370C_mRNA	protein_coding	13	13	46	878	0	0	0	0	335	11	0	0	46	0	0	0	1	0	1	1	0	14	543
ARC19	YKL013C	YKL013C_mRNA	protein_coding	1	0	4	305	0	0	0	0	76	1	0	0	4	0	0	0	0	0	0	0	0	0	229
ARC35	YNR035C	YNR035C_mRNA	protein_coding	0	0	0	73	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	32
ARC40	YBR234C	YBR234C_mRNA	protein_coding	4	4	7	261	0	0	0	0	69	4	0	0	7	0	0	0	0	0	1	0	0	4	192
ARD1	YHR013C	YHR013C_mRNA	protein_coding	2	0	0	157	0	0	0	0	79	2	0	0	0	0	0	0	0	0	0	0	0	0	78
ARE1	YCR048W	YCR048W_mRNA	protein_coding	11	6	8	188	0	0	1	0	52	10	0	0	8	0	0	0	0	0	1	0	0	6	136
ARE2	YNR019W	YNR019W_mRNA	protein_coding	1	1	1	64	0	0	1	0	22	1	0	0	0	0	0	0	0	0	0	0	0	1	42
ARF1	YDL192W	YDL192W_mRNA	protein_coding	0	3	1	149	0	0	0	0	101	0	0	0	1	0	0	0	0	0	0	0	0	3	48
ARF2	YDL137W	YDL137W_mRNA	protein_coding	8	2	18	478	0	0	0	0	330	8	0	0	18	0	0	0	0	0	0	0	0	3	148
ARF3	YOR094W	YOR094W_mRNA	protein_coding	1	0	0	127	0	0	0	0	59	1	0	0	0	0	0	0	0	0	0	0	0	0	68
ARG1	YOL058W	YOL058W_mRNA	protein_coding	2	4	0	159	0	0	0	0	140	2	0	0	0	0	0	0	0	0	0	0	0	4	19
ARG2	YJL071W	YJL071W_mRNA	protein_coding	15	10	25	251	0	1	1	0	81	14	0	0	23	0	0	0	0	0	1	0	0	12	170
ARG3	YJL088W	YJL088W_mRNA	protein_coding	6	4	5	299	0	0	0	0	41	6	0	0	5	0	0	0	0	0	0	0	0	4	258
ARG4	YHR018C	YHR018C_mRNA	protein_coding	4	3	7	249	0	0	0	0	146	4	0	0	7	0	0	0	0	0	0	0	0	3	103
ARG5,6	YER069W	YER069W_mRNA	protein_coding	10	10	9	75	0	0	0	0	45	9	0	0	10	0	0	0	0	0	1	0	0	10	30
ARG7	YMR062C	YMR062C_mRNA	protein_coding	3	4	6	288	0	0	0	0	169	3	0	0	6	0	0	0	0	0	0	0	0	4	119
ARG8	YOL140W	YOL140W_mRNA	protein_coding	9	1	2	179	0	0	0	0	67	8	0	0	2	0	0	0	0	0	2	0	0	1	112
ARG80	YMR042W	YMR042W_mRNA	protein_coding	4	2	7	604	0	0	0	0	502	3	0	0	7	0	0	0	1	0	0	1	0	2	102
ARG81	YML099C	YML099C_mRNA	protein_coding	34	20	49	579	1	1	0	0	38	30	0	0	50	0	0	0	0	0	4	0	0	21	541
ARG82	YDR173C	YDR173C_mRNA	protein_coding	14	14	36	700	0	0	0	0	94	12	1	0	37	0	0	0	1	0	2	1	0	13	606
ARH1	YDR376W	YDR376W_mRNA	protein_coding	1	1	6	139	0	0	0	0	66	1	0	0	6	0	0	0	0	0	0	0	0	1	73
ARI1	YGL157W	YGL157W_mRNA	protein_coding	7	3	17	625	0	0	0	0	325	7	0	0	18	0	0	0	0	0	0	0	0	3	300
ARK1	YNL020C	YNL020C_mRNA	protein_coding	16	15	36	895	0	0	0	0	189	16	0	0	36	0	0	0	0	0	0	0	0	15	706
ARL1	YBR164C	YBR164C_mRNA	protein_coding	1	1	5	305	0	0	0	0	67	1	0	0	5	0	0	0	0	0	0	0	0	1	238
ARL3	YPL051W	YPL051W_mRNA	protein_coding	0	1	0	97	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	1	42
ARN1	YHL040C	YHL040C_mRNA	protein_coding	8	4	17	155	0	0	0	0	102	7	0	0	18	0	0	0	0	0	1	0	0	4	53
ARN2	YHL047C	YHL047C_mRNA	protein_coding	10	19	10	721	0	0	0	0	552	9	0	0	10	0	0	0	0	0	1	0	0	19	169
ARO1	YDR127W	YDR127W_mRNA	protein_coding	17	14	19	303	0	0	0	0	105	17	0	0	19	0	0	0	0	0	1	0	0	14	198
ARO10	YDR380W	YDR380W_mRNA	protein_coding	15	15	26	171	0	0	0	0	71	13	0	0	26	0	0	0	0	0	2	0	0	15	100
ARO2	YGL148W	YGL148W_mRNA	protein_coding	12	22	71	382	0	1	0	0	67	10	0	0	70	0	0	0	0	1	1	0	0	22	315
ARO3	YDR035W	YDR035W_mRNA	protein_coding	5	7	11	557	0	0	0	0	51	5	0	0	12	0	0	0	0	0	0	0	0	7	506
ARO4	YBR249C	YBR249C_mRNA	protein_coding	0	1	0	91	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	1	58
ARO7	YPR060C	YPR060C_mRNA	protein_coding	0	0	1	222	0	0	0	0	119	0	0	0	1	0	0	0	0	0	0	0	0	0	103
ARO8	YGL202W	YGL202W_mRNA	protein_coding	31	40	129	490	0	0	2	0	211	24	0	0	132	0	0	0	0	0	9	0	0	40	279
ARO80	YDR421W	YDR421W_mRNA	protein_coding	41	25	98	613	0	1	1	0	348	35	0	0	97	0	0	0	2	0	6	2	0	26	265
ARO9	YHR137W	YHR137W_mRNA	protein_coding	4	6	7	300	0	0	0	0	260	4	0	0	7	0	0	0	0	0	0	0	0	6	40
ARP1	YHR129C	YHR129C_mRNA	protein_coding	0	0	0	546	0	0	0	0	466	0	0	0	0	0	0	0	0	0	0	0	0	0	80
ARP10	YDR106W	YDR106W_mRNA	protein_coding	2	4	19	351	0	0	1	0	167	1	0	0	18	0	0	0	2	0	0	1	1	3	184
ARP2	YDL029W	YDL029W_mRNA	protein_coding	18	11	29	361	0	1	1	0	310	17	0	2	28	0	0	0	0	0	1	0	0	11	49
ARP3	YJR065C	YJR065C_mRNA	protein_coding	13	7	18	207	0	0	0	0	181	13	0	0	19	0	0	0	0	0	0	0	0	7	26
ARP4	YJL081C	YJL081C_mRNA	protein_coding	4	1	0	66	0	0	0	0	23	4	0	0	0	0	0	0	0	0	0	0	0	1	43
ARP5	YNL059C	YNL059C_mRNA	protein_coding	10	6	3	202	0	0	0	0	77	10	0	0	3	0	0	0	0	0	0	0	0	6	125
ARP6	YLR085C	YLR085C_mRNA	protein_coding	19	33	88	1202	0	0	0	0	754	17	0	0	93	0	0	0	1	0	1	1	0	33	448
ARP7	YPR034W	YPR034W_mRNA	protein_coding	9	11	10	611	0	0	0	0	534	9	0	0	10	0	0	0	0	0	0	0	0	11	77
ARP8	YOR141C	YOR141C_mRNA	protein_coding	10	8	13	218	0	0	0	0	188	9	0	0	14	0	0	0	1	0	0	1	0	8	30
ARP9	YMR033W	YMR033W_mRNA	protein_coding	19	26	129	879	0	0	0	0	460	12	0	7	131	0	0	0	2	1	7	0	0	26	413
ARR1	YPR199C	YPR199C_mRNA	protein_coding	0	3	1	377	0	0	0	0	102	0	0	0	1	0	0	0	0	0	0	0	0	3	275
ARR2	YPR200C	YPR200C_mRNA	protein_coding	0	4	1	376	0	0	0	0	71	0	0	0	1	0	0	0	0	0	0	0	0	4	305
ARR3	YPR201W	YPR201W_mRNA	protein_coding	5	2	16	431	0	0	0	0	364	5	0	0	16	0	0	0	0	0	0	0	0	2	67
ART10	YLR392C	YLR392C_mRNA	protein_coding	3	0	3	74	0	0	0	0	45	3	0	0	3	0	0	0	0	0	0	0	0	0	29
ART5	YGR068C	YGR068C_mRNA	protein_coding	45	21	109	338	0	1	1	1	251	41	0	0	115	0	0	0	1	0	4	1	0	24	87
ARV1	YLR242C	YLR242C_mRNA	protein_coding	72	14	55	384	3	3	2	1	332	66	0	0	58	0	0	0	0	0	9	0	0	15	52
ARX1	YDR101C	YDR101C_mRNA	protein_coding	14	12	24	488	0	0	0	0	251	11	0	0	25	0	0	0	1	0	2	1	0	12	237
ASA1	YPR085C	YPR085C_mRNA	protein_coding	3	10	16	149	0	0	0	0	56	2	0	0	16	0	0	0	0	0	1	0	0	10	93
ASC1	YMR116C	YMR116C_mRNA	protein_coding	4	0	3	487	0	0	0	0	388	2	0	6	3	0	0	1	0	0	1	0	0	0	94
ASE1	YOR058C	YOR058C_mRNA	protein_coding	54	28	131	448	1	2	0	0	329	50	0	0	137	0	0	0	0	0	4	0	0	31	119
ASF1	YJL115W	YJL115W_mRNA	protein_coding	9	20	50	958	0	0	0	0	352	7	0	0	50	0	0	0	0	0	2	0	0	20	606
ASF2	YDL197C	YDL197C_mRNA	protein_coding	24	15	61	166	0	0	0	1	116	22	0	0	61	0	0	0	0	0	2	0	0	16	50
ASG1	YIL130W	YIL130W_mRNA	protein_coding	41	25	85	463	1	1	0	6	369	40	0	0	81	0	0	0	1	0	2	1	0	27	94
ASG7	YJL170C	YJL170C_mRNA	protein_coding	3	3	2	265	0	0	0	0	71	3	0	0	2	0	0	0	0	0	0	0	0	3	194
ASH1	YKL185W	YKL185W_mRNA	protein_coding	4	4	4	144	0	0	0	0	60	4	0	0	4	0	0	0	0	0	0	0	0	4	84
ASI1	YMR119W	YMR119W_mRNA	protein_coding	13	12	17	162	0	0	0	0	73	11	0	0	18	0	0	0	0	0	2	0	0	12	89
ASI2	YNL159C	YNL159C_mRNA	protein_coding	13	20	69	732	0	0	0	0	522	9	0	1	69	0	0	0	1	1	2	1	0	20	210
ASI3	YNL008C	YNL008C_mRNA	protein_coding	19	12	32	740	0	0	0	0	500	13	0	0	32	0	0	0	0	0	6	0	0	13	240
ASK1	YKL052C	YKL052C_mRNA	protein_coding	2	3	6	143	0	0	0	0	99	2	0	0	6	0	0	0	0	0	0	0	0	3	44
ASK10	YGR097W	YGR097W_mRNA	protein_coding	15	4	11	297	0	0	0	0	57	15	0	0	11	0	0	0	0	0	1	0	0	4	240
ASM4	YDL088C	YDL088C_mRNA	protein_coding	3	1	5	136	0	0	0	0	75	3	0	0	5	0	0	0	0	0	0	0	0	1	61
ASN1	YPR145W	YPR145W_mRNA	protein_coding	4	7	4	272	0	0	0	0	196	3	0	0	4	0	0	0	0	0	1	0	0	7	76
ASN2	YGR124W	YGR124W_mRNA	protein_coding	98	16	118	583	3	4	2	5	116	95	0	0	124	0	0	0	0	1	4	0	0	22	467
ASP1	YDR321W	YDR321W_mRNA	protein_coding	74	13	54	318	2	1	2	5	318	69	0	0	57	0	0	0	0	0	9	0	0	17	0
ASP3-1	YLR155C	YLR155C_mRNA	protein_coding	2	12	176	945	0	0	0	0	93	0	0	0	176	0	0	0	1	1	0	1	0	12	852
ASP3-2	YLR157C	YLR157C_mRNA	protein_coding	2	12	176	1552	0	0	0	0	709	0	0	0	176	0	0	0	1	1	0	1	0	12	843
ASP3-3	YLR158C	YLR158C_mRNA	protein_coding	11	14	179	1870	0	1	0	1	940	6	0	0	177	0	0	0	1	1	3	1	0	14	930
ASP3-4	YLR160C	YLR160C_mRNA	protein_coding	24	18	164	1438	1	0	1	0	936	20	0	0	164	0	0	0	1	1	3	1	0	21	502
ASR1	YPR093C	YPR093C_mRNA	protein_coding	10	4	19	652	0	0	0	0	138	8	0	0	19	0	0	0	0	0	2	0	0	5	514
AST1	YBL069W	YBL069W_mRNA	protein_coding	0	1	2	80	0	0	0	0	21	0	0	0	2	0	0	0	0	0	0	0	0	1	59
AST2	YER101C	YER101C_mRNA	protein_coding	25	24	88	912	0	1	1	0	285	21	0	0	90	0	0	0	1	0	4	1	0	24	627
ATC1	YDR184C	YDR184C_mRNA	protein_coding	10	4	22	777	0	0	1	0	251	10	0	0	21	0	0	0	0	0	0	0	0	4	526
ATE1	YGL017W	YGL017W_mRNA	protein_coding	34	34	103	1408	0	1	0	0	649	27	0	0	106	0	0	0	0	0	11	0	0	34	759
ATF1	YOR377W	YOR377W_mRNA	protein_coding	2	9	6	187	0	0	0	0	72	2	0	0	6	0	0	0	0	0	0	0	0	9	115
ATF2	YGR177C	YGR177C_mRNA	protein_coding	1	5	8	355	0	0	0	0	91	1	0	0	8	0	0	0	0	0	0	0	0	5	264
ATG1	YGL180W	YGL180W_mRNA	protein_coding	2	1	4	85	0	0	0	0	50	2	0	0	4	0	0	0	0	0	0	0	0	1	35
ATG10	YLL042C	YLL042C_mRNA	protein_coding	11	9	23	340	0	0	0	1	193	9	0	0	23	0	0	0	0	1	1	0	0	9	147
ATG11	YPR049C	YPR049C_mRNA	protein_coding	44	24	96	529	0	2	0	0	108	40	0	0	98	0	0	0	0	0	4	0	0	25	421
ATG12	YBR217W	YBR217W_mRNA	protein_coding	1	0	0	113	0	0	0	0	28	1	0	0	0	0	0	0	0	0	0	0	0	0	85
ATG13	YPR185W	YPR185W_mRNA	protein_coding	13	11	44	910	0	0	0	0	870	13	0	0	46	0	0	0	0	0	0	0	0	11	40
ATG14	YBR128C	YBR128C_mRNA	protein_coding	105	13	86	1204	1	5	1	1	467	101	0	0	98	0	0	0	0	0	7	0	0	19	737
ATG15	YCR068W	YCR068W_mRNA	protein_coding	9	6	11	562	0	0	0	0	23	9	0	0	12	0	0	0	0	0	0	0	0	6	539
ATG16	YMR159C	YMR159C_mRNA	protein_coding	4	7	16	337	0	1	0	0	238	4	0	0	15	0	0	0	0	0	0	0	0	7	99
ATG17	YLR423C	YLR423C_mRNA	protein_coding	6	1	12	302	0	0	0	0	63	6	0	0	13	0	0	0	0	0	0	0	0	1	239
ATG18	YFR021W	YFR021W_mRNA	protein_coding	12	6	26	176	0	0	0	0	85	11	0	0	28	0	0	0	0	0	1	0	0	6	91
ATG19	YOL082W	YOL082W_mRNA	protein_coding	5	1	5	407	0	0	0	0	59	5	0	0	5	0	0	0	0	0	0	0	0	1	348
ATG2	YNL242W	YNL242W_mRNA	protein_coding	19	21	40	147	0	0	1	0	36	18	0	0	40	0	0	0	0	0	1	0	0	22	111
ATG20	YDL113C	YDL113C_mRNA	protein_coding	4	4	7	314	0	0	0	0	228	4	0	0	7	0	0	0	0	0	0	0	0	4	86
ATG21	YPL100W	YPL100W_mRNA	protein_coding	2	4	3	136	0	0	0	0	73	2	0	0	3	0	0	0	0	0	0	0	0	4	63
ATG22	YCL038C	YCL038C_mRNA	protein_coding	4	5	4	142	0	0	0	0	69	3	0	0	4	0	0	0	0	0	1	0	0	5	73
ATG23	YLR431C	YLR431C_mRNA	protein_coding	14	31	73	625	0	0	1	0	458	10	1	0	76	0	0	0	0	1	3	0	0	30	167
ATG26	YLR189C	YLR189C_mRNA	protein_coding	16	14	8	380	0	0	0	0	316	16	0	0	8	0	0	0	0	0	0	0	0	14	64
ATG27	YJL178C	YJL178C_mRNA	protein_coding	14	9	19	1080	0	0	0	0	665	12	0	0	20	0	0	0	1	0	1	1	0	9	415
ATG29	YPL166W	YPL166W_mRNA	protein_coding	8	5	11	451	0	0	0	0	200	5	0	0	12	0	0	0	0	1	2	0	0	5	251
ATG3	YNR007C	YNR007C_mRNA	protein_coding	5	14	37	990	0	0	0	0	404	1	0	0	37	0	0	0	0	0	4	0	0	14	586
ATG32	YIL146C	YIL146C_mRNA	protein_coding	16	9	26	481	0	0	1	0	209	13	0	0	30	0	0	0	0	0	3	0	0	9	272
ATG33	YLR356W	YLR356W_mRNA	protein_coding	4	1	13	397	0	0	0	0	199	4	0	0	14	0	0	0	0	0	0	0	0	1	198
ATG34	YOL083W	YOL083W_mRNA	protein_coding	44	16	65	749	0	2	1	0	101	38	0	0	66	0	0	0	0	0	8	0	0	17	648
ATG36	YJL185C	YJL185C_mRNA	protein_coding	11	6	31	1029	0	0	0	1	309	9	0	0	31	0	0	0	0	0	2	0	0	6	720
ATG38	YLR211C	YLR211C_mRNA	protein_coding	3	4	24	223	0	0	0	0	142	3	0	1	24	0	0	0	0	0	0	0	0	4	80
ATG4	YNL223W	YNL223W_mRNA	protein_coding	7	1	6	155	0	0	0	0	46	7	0	0	6	0	0	0	0	0	0	0	0	1	109
ATG40	YOR152C	YOR152C_mRNA	protein_coding	7	7	12	620	1	0	0	0	108	6	0	0	12	0	0	0	0	0	1	0	0	7	512
ATG41	YPL250C	YPL250C_mRNA	protein_coding	1	1	0	101	0	0	0	0	68	1	0	0	0	0	0	0	0	0	0	0	0	1	33
ATG5	YPL149W	YPL149W_mRNA	protein_coding	0	0	2	139	0	0	0	0	99	0	0	0	2	0	0	0	0	0	0	0	0	0	40
ATG7	YHR171W	YHR171W_mRNA	protein_coding	13	8	46	278	0	0	0	0	93	13	0	0	48	0	0	0	0	0	1	0	0	9	185
ATG8	YBL078C	YBL078C_mRNA	protein_coding	7	7	16	613	0	0	0	0	419	6	0	0	17	0	0	0	0	0	1	0	0	8	194
ATG9	YDL149W	YDL149W_mRNA	protein_coding	5	12	4	81	0	0	0	0	37	5	0	0	4	0	0	0	0	0	0	0	0	12	44
ATH1	YPR026W	YPR026W_mRNA	protein_coding	20	29	87	775	1	0	0	0	196	18	0	0	88	0	0	0	0	0	2	0	0	29	579
ATM1	YMR301C	YMR301C_mRNA	protein_coding	5	11	11	254	0	0	1	0	48	5	0	0	10	0	0	0	0	0	0	0	0	11	206
ATO2	YNR002C	YNR002C_mRNA	protein_coding	27	13	63	627	0	0	1	0	209	22	0	0	66	0	0	0	0	1	5	0	0	13	418
ATO3	YDR384C	YDR384C_mRNA	protein_coding	4	3	14	387	0	0	0	0	69	4	0	0	15	0	0	0	0	0	0	0	0	3	318
ATP1	YBL099W	YBL099W_mRNA	protein_coding	1	2	2	351	0	0	0	0	149	1	0	0	2	0	0	0	0	0	0	0	0	2	202
ATP10	YLR393W	YLR393W_mRNA	protein_coding	2	0	0	79	0	0	0	0	49	2	0	0	0	0	0	0	0	0	0	0	0	0	30
ATP11	YNL315C	YNL315C_mRNA	protein_coding	25	18	75	636	1	0	0	0	292	24	0	0	77	0	0	0	0	0	1	0	0	18	344
ATP12	YJL180C	YJL180C_mRNA	protein_coding	39	19	62	1064	0	1	0	1	680	35	0	0	65	0	0	0	0	0	5	0	0	23	384
ATP14	YLR295C	YLR295C_mRNA	protein_coding	2	0	2	155	0	0	0	0	81	2	0	0	2	0	0	0	0	0	0	0	0	0	74
ATP15	YPL271W	YPL271W_mRNA	protein_coding	0	1	2	509	0	0	0	0	136	0	0	0	2	0	0	0	0	0	0	0	0	1	373
ATP16	YDL004W	YDL004W_mRNA	protein_coding	9	9	29	439	0	0	0	0	135	6	0	0	29	0	0	0	1	0	2	1	0	9	304
ATP17	YDR377W	YDR377W_mRNA	protein_coding	0	2	0	143	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	2	50
ATP18	YML081C-A	YML081C-A_mRNA	protein_coding	1	0	2	108	0	0	0	0	50	1	0	0	2	0	0	0	0	0	0	0	0	0	58
ATP19	YOL077W-A	YOL077W-A_mRNA	protein_coding	1	1	0	848	0	0	0	0	751	1	0	0	0	0	0	0	0	0	0	0	0	1	97
ATP2	YJR121W	YJR121W_mRNA	protein_coding	1	8	0	97	0	0	0	0	42	1	0	0	0	0	0	0	0	0	0	0	0	8	55
ATP20	YPR020W	YPR020W_mRNA	protein_coding	4	2	14	435	0	0	0	0	116	4	0	0	14	0	0	0	0	0	0	0	0	2	319
ATP22	YDR350C	YDR350C_mRNA	protein_coding	14	15	37	238	0	0	0	0	88	12	0	0	38	0	0	0	0	0	2	0	0	16	150
ATP23	YNR020C	YNR020C_mRNA	protein_coding	2	0	1	48	0	0	1	0	31	2	0	0	0	0	0	0	0	0	0	0	0	0	17
ATP25	YMR098C	YMR098C_mRNA	protein_coding	4	5	6	138	0	0	0	0	87	4	0	0	6	0	0	0	0	0	0	0	0	5	51
ATP3	YBR039W	YBR039W_mRNA	protein_coding	9	4	6	137	1	0	0	0	92	9	0	0	6	0	0	0	1	0	0	1	0	4	45
ATP4	YPL078C	YPL078C_mRNA	protein_coding	1	1	2	607	0	0	0	0	73	1	0	0	2	0	0	0	0	0	0	0	0	1	534
ATP5	YDR298C	YDR298C_mRNA	protein_coding	3	4	2	595	0	0	0	0	80	3	0	0	2	0	0	0	0	0	0	0	0	4	515
ATP6	Q0085	Q0085_mRNA	protein_coding	5	13	17	538	0	0	0	0	384	4	0	0	18	0	0	0	0	0	0	1	0	13	154
ATP7	YKL016C	YKL016C_mRNA	protein_coding	0	0	2	272	0	0	0	0	208	0	0	0	2	0	0	0	0	0	0	0	0	0	64
ATP8	Q0080	Q0080_mRNA	protein_coding	1	1	2	468	0	0	0	0	335	1	0	0	2	0	0	0	0	0	0	0	0	1	133
ATR1	YML116W	YML116W_mRNA	protein_coding	7	2	3	149	0	0	0	0	54	7	0	0	3	0	0	0	0	0	0	0	0	2	95
ATS1	YAL020C	YAL020C_mRNA	protein_coding	1	5	6	107	0	0	0	0	63	1	0	0	6	0	0	0	0	0	0	0	0	5	44
